CABANG;PROPINSI;NO ORDER;TANGGAL;SUMBER;SERIES;HARGA JUAL;DISKON;JENIS BAYAR
FKH JETIS;DAERAHISTIMEWAYOGYAK;BTDJTI220500002;20-May-22;OFFLINE;SUPRAX125;19.480.000;600.000;TUNAI
FKH SUKOHARJO;JAWATENGAH;BTDSKH220500005;21-May-22;OFFLINE;VARIO 160;26.800.000;500.000;TUNAI
FKH PURWOKERTO;JAWATENGAH;BTDPWT220500111;20-May-22;OFFLINE;CB150R;29.580.000;100.000;TUNAI
FKH WONOSARI;DAERAHISTIMEWAYOGYAK;BTDWNS220500040;20-May-22;OFFLINE;REVO;15.050.000;459.999;TUNAI
FKH YOGYAKARTA;DAERAHISTIMEWAYOGYAK;BTDYOG220500173;20-May-22;OFFLINE;SUPRAX125;19.480.000;730.000;TUNAI
FKH CILACAP;JAWATENGAH;BTDCLP220400089;21-May-22;OFFLINE;BEAT;19.585.000;0;TUNAI
FKH MAGELANG;JAWATENGAH;BTDMGL220500031;23-May-22;OFFLINE;SUPRAX125;20.260.000;400.000;TUNAI
FKH TEGAL;JAWATENGAH;BTDTGL220500033;23-May-22;ONLINE;SUPRA GTR 150;24.540.000;1.730.000;TUNAI
FKH PURWOREJO;JAWATENGAH;BTDPWJ220500029;23-May-22;ONLINE;SUPRAX125;19.310.000;710.000;TUNAI
FKH WONOSARI;DAERAHISTIMEWAYOGYAK;BTDWNS220500041;21-May-22;OFFLINE;SUPRAX125;19.480.000;800.000;TUNAI
FKH CILACAP;JAWATENGAH;BTDCLP220400104;21-May-22;OFFLINE;BEAT;19.585.000;0;TUNAI
FKH TEGAL;JAWATENGAH;BTDTGL220500035;23-May-22;ONLINE;SUPRA GTR 150;24.780.000;1.740.000;TUNAI
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500098;24-May-22;OFFLINE;VARIO 160;26.800.000;800.000;TUNAI
FKH CILACAP;JAWATENGAH;BTDCLP220500068;25-May-22;ONLINE;VARIO 125;24.040.000;0;TUNAI
FKH DEMAK;JAWATENGAH;BTDDMK220500135;21-May-22;OFFLINE;VARIO 160;26.800.000;799.000;TUNAI
FKH SEMARANG;JAWATENGAH;BTDSMG220500198;24-May-22;OFFLINE;SUPRAX125;20.300.000;800.000;TUNAI
FKH KARANGMOJO;DAERAHISTIMEWAYOGYAK;BTDKRM220500002;23-May-22;OFFLINE;REVO;15.050.000;200.000;TUNAI
FKH SALATIGA;JAWATENGAH;BTDSLG220500125;24-May-22;OFFLINE;VARIO 160;26.800.000;500.000;TUNAI
FKH SALATIGA;JAWATENGAH;BTDSLG220500126;24-May-22;OFFLINE;VARIO 160;26.800.000;500.000;TUNAI
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500100;24-May-22;OFFLINE;CBR 150R;37.790.000;1.200.000;TUNAI
FKH SAYUNG;JAWATENGAH;BTDSYG220500008;24-May-22;OFFLINE;VARIO 160;26.800.000;450.000;TUNAI
FKH SEMARANG;JAWATENGAH;BTDSMG220500283;27-May-22;OFFLINE;REVO;17.480.000;800.000;TUNAI
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500099;24-May-22;OFFLINE;VARIO 160;26.800.000;800.000;TUNAI
FKH SEMARANG;JAWATENGAH;BTDSMG220500284;28-May-22;OFFLINE;VARIO 160;29.850.000;500.000;TUNAI
FKH CILACAP;JAWATENGAH;BTDCLP220500090;24-May-22;OFFLINE;VARIO 125;24.040.000;0;TUNAI
FKH CILACAP;JAWATENGAH;BTDCLP220500015;25-May-22;OFFLINE;VARIO 125;23.880.000;0;TUNAI
FKH SIDAREJA;JAWATENGAH;BTDSDR220500043;24-May-22;OFFLINE;VARIO 160;27.320.000;200.000;TUNAI
FKH YOGYAKARTA;DAERAHISTIMEWAYOGYAK;BTDYOG220500207;24-May-22;OFFLINE;CBR 150R;35.660.000;1.000.000;TUNAI
FKH KARANGMALANG;JAWATENGAH;BTDKML220500017;24-May-22;OFFLINE;VARIO 160;29.850.000;750.000;TUNAI
FKH SALATIGA;JAWATENGAH;BTDSLG220500142;25-May-22;OFFLINE;SUPRAX125;19.290.000;500.000;TUNAI
FKH DUKUHTURI;JAWATENGAH;BTDDKH220500003;27-May-22;ONLINE;VARIO 160;29.850.000;500.000;TUNAI
FKH PURWOKERTO;JAWATENGAH;BTDPWT220500124;28-May-22;OFFLINE;VARIO 160;27.320.000;0;TUNAI
FKH PURWOKERTO;JAWATENGAH;BTDPWT220500131;28-May-22;OFFLINE;PCX160;32.885.000;0;TUNAI
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500083;25-May-22;OFFLINE;SUPRA GTR 150;24.320.000;700.000;TUNAI
FKH KAWUNGANTEN;JAWATENGAH;BTDKWT220500014;25-May-22;OFFLINE;SUPRAX125;20.260.000;500.000;TUNAI
FKH SUKOHARJO;JAWATENGAH;BTDSKH220500149;25-May-22;OFFLINE;SUPRAX125;20.300.000;1.100.000;TUNAI
FKH SALATIGA;JAWATENGAH;BTDSLG220500144;25-May-22;OFFLINE;SUPRA GTR 150;24.990.000;500.000;TUNAI
FKH NGUTER;JAWATENGAH;BTDNGT220500141;27-May-22;OFFLINE;VARIO 160;26.800.000;300.000;TUNAI
FKH KAWUNGANTEN;JAWATENGAH;BTDKWT220500015;27-May-22;OFFLINE;VARIO 160;30.030.000;0;TUNAI
FKH SOLO;JAWATENGAH;BTDSLO220500109;27-May-22;OFFLINE;VARIO 160;29.850.000;600.000;TUNAI
FKH CILACAP;JAWATENGAH;BTDCLP220500087;28-May-22;OFFLINE;VARIO 125;24.040.000;0;TUNAI
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500091;27-May-22;OFFLINE;VARIO 160;26.450.000;700.000;TUNAI
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500090;27-May-22;OFFLINE;VARIO 160;26.450.000;700.000;TUNAI
FKH ARTERI;JAWATENGAH;BTDATR220500061;30-May-22;OFFLINE;VARIO 160;29.850.000;650.000;TUNAI
FKH WONOSARI;DAERAHISTIMEWAYOGYAK;BTDWNS220500049;27-May-22;OFFLINE;REVO;17.000.000;600.000;TUNAI
FKH PURWOREJO;JAWATENGAH;BTDPWJ220500039;30-May-22;OFFLINE;REVO;17.670.000;170.000;TUNAI
FKH TONJONG;JAWATENGAH;BTDTJO220500010;27-May-22;OFFLINE;SUPRAX125;20.300.000;750.000;TUNAI
FKH YOGYAKARTA;DAERAHISTIMEWAYOGYAK;BTDYOG220500256;28-May-22;OFFLINE;GENIO;19.875.000;499.900;TUNAI
FKH PURWOKERTO;JAWATENGAH;BTDPWT220500145;28-May-22;OFFLINE;SUPRAX125;20.260.000;500.000;TUNAI
FKH KEBUMEN;JAWATENGAH;BTDKBM220500072;30-May-22;OFFLINE;SUPRAX125;20.260.000;500.000;TUNAI
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500098;30-May-22;OFFLINE;SUPRAX125;19.480.000;600.000;TUNAI
FKH SURODADI;JAWATENGAH;BTDSRD220500017;30-May-22;ONLINE;VARIO 160;26.800.000;600.000;TUNAI
FKH CILACAP;JAWATENGAH;BTDCLP220500028;31-May-22;OFFLINE;VARIO 160;30.030.000;0;TUNAI
FKHC JATILAWANG;JAWATENGAH;BTDJTL220500013;30-May-22;OFFLINE;VARIO 160;27.320.000;500.000;TUNAI
FKH SUKOHARJO;JAWATENGAH;BTDSKH220500177;30-May-22;OFFLINE;VARIO 160;29.850.000;0;TUNAI
FKH SALATIGA;JAWATENGAH;BTDSLG220500154;30-May-22;OFFLINE;VARIO 160;26.800.000;500.000;TUNAI
FKH SALATIGA;JAWATENGAH;BTDSLG220500157;30-May-22;OFFLINE;VARIO 160;29.850.000;500.000;TUNAI
FKH CILACAP;JAWATENGAH;BTDCLP220500076;31-May-22;OFFLINE;PCX160;32.885.000;0;TUNAI
FKH KEBUMEN;JAWATENGAH;BTDKBM220500073;30-May-22;ONLINE;SUPRAX125;20.260.000;500.000;TUNAI
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500120;31-May-22;OFFLINE;VARIO 160;26.800.000;800.000;TUNAI
FKH SEMARANG;JAWATENGAH;BTDSMG220500360;31-May-22;OFFLINE;CBR 150R;37.080.000;1.000.000;TUNAI
FKH SURODADI;JAWATENGAH;BTDSRD220500018;31-May-22;OFFLINE;VARIO 160;29.850.000;650.000;TUNAI
FKH SEMARANG;JAWATENGAH;BTDSMG220500363;31-May-22;OFFLINE;SUPRAX125;20.300.000;1.000.000;TUNAI
FKH KEMBARAN;JAWATENGAH;BTDKBR220500026;31-May-22;OFFLINE;VARIO 160;30.030.000;0;TUNAI
FKH PURWOKERTO;JAWATENGAH;BTDPWT220500106;31-May-22;OFFLINE;PCX160;32.885.000;0;TUNAI
FKH SEMARANG;JAWATENGAH;BTDSMG220500209;31-May-22;OFFLINE;VARIO 160;26.800.000;500.000;TUNAI
FKH PURWOREJO;JAWATENGAH;BTDPWJ220500044;31-May-22;OFFLINE;PCX160;32.885.000;200.000;TUNAI
FKH CILACAP;JAWATENGAH;BTDCLP220500077;31-May-22;OFFLINE;PCX160;32.885.000;0;TUNAI
FKH SEMARANG;JAWATENGAH;BTDSMG220500320;31-May-22;OFFLINE;VARIO 160;26.800.000;500.000;TUNAI
FKH SUKOHARJO;JAWATENGAH;BTDSKH220400281;31-May-22;OFFLINE;SCOOPY;22.130.000;0;TUNAI
FKH SALATIGA 2;JAWATENGAH;BTDSLT220500004;31-May-22;OFFLINE;VARIO 160;29.850.000;200.000;TUNAI
FKH SUKOHARJO;JAWATENGAH;BTDSKH220500189;31-May-22;OFFLINE;SUPRA GTR 150;24.740.000;840.000;TUNAI
FKH SUKOHARJO;JAWATENGAH;BTDSKH220500190;31-May-22;OFFLINE;SUPRA GTR 150;24.740.000;840.000;TUNAI
FKH DEMAK;JAWATENGAH;BTDDMK220500002;5-May-22;OFFLINE;VARIO 160;26.450.000;500.000;KREDIT
FKH KEBASEN;JAWATENGAH;BTDKBS220400035;13-May-22;OFFLINE;BEAT;19.245.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500008;5-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500002;5-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH PURWOREJO;JAWATENGAH;BTDPWJ220500002;7-May-22;OFFLINE;REVO;15.950.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500004;6-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500010;6-May-22;OFFLINE;PCX160;31.760.000;400.000;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500011;6-May-22;OFFLINE;VARIO 160;29.500.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500013;6-May-22;OFFLINE;VARIO 160;26.450.000;400.000;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500017;6-May-22;OFFLINE;VARIO 160;29.500.000;475.000;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500017;7-May-22;OFFLINE;VARIO 160;29.500.000;0;KREDIT
FKH GODONG;JAWATENGAH;BTDGDO220500002;7-May-22;OFFLINE;VARIO 160;29.500.000;400.000;KREDIT
FKH SUKOHARJO;JAWATENGAH;BTDSKH220500004;6-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH SRAGEN;JAWATENGAH;BTDSRG220500007;6-May-22;OFFLINE;VARIO 160;26.450.000;499.000;KREDIT
FKH PAGUYANGAN;JAWATENGAH;BTDPGY220500001;7-May-22;OFFLINE;CBR 150R;37.080.000;0;KREDIT
FKH GOMBONG;JAWATENGAH;BTDGBG220500003;7-May-22;OFFLINE;REVO;15.950.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500006;7-May-22;OFFLINE;VARIO 160;26.450.000;150.000;KREDIT
FKH SRAGEN;JAWATENGAH;BTDSRG220500003;7-May-22;OFFLINE;VARIO 160;29.500.000;0;KREDIT
FKH PURBALINGGA 2;JAWATENGAH;BTDPUL220500001;9-May-22;OFFLINE;VARIO 160;29.680.000;0;KREDIT
FKH SOLO;JAWATENGAH;BTDSLO220500013;9-May-22;OFFLINE;CB150R;30.140.000;800.000;KREDIT
FKH BUMIAYU;JAWATENGAH;BTDBMA220500002;9-May-22;OFFLINE;REVO;15.860.000;0;KREDIT
FKH BERBAH;DAERAHISTIMEWAYOGYAK;BTDBER220400059;11-May-22;OFFLINE;PCX160;34.855.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500035;10-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH SURUH;JAWATENGAH;BTDSRH220500002;10-May-22;OFFLINE;REVO;15.860.000;350.000;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500037;12-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500056;9-May-22;OFFLINE;VARIO 160;26.450.000;499.000;KREDIT
FKH PURWOKERTO;JAWATENGAH;BTDPWT220500011;14-May-22;OFFLINE;VARIO 160;26.960.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500038;10-May-22;OFFLINE;SUPRAX125;19.290.000;0;KREDIT
FKH FKH A YANI;JAWATENGAH;BTDAYN220500007;10-May-22;OFFLINE;REVO;15.950.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500044;9-May-22;OFFLINE;VARIO 160;29.500.000;0;KREDIT
FKH KEMBARAN;JAWATENGAH;BTDKBR220500002;10-May-22;OFFLINE;SUPRAX125;20.260.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500064;10-May-22;OFFLINE;VARIO 160;29.500.000;499.000;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500007;10-May-22;OFFLINE;VARIO 160;29.500.000;0;KREDIT
FKH SUKUN;JAWATENGAH;BTDSKN220500004;10-May-22;OFFLINE;CB150R;30.140.000;500.000;KREDIT
FKH WONOSARI;DAERAHISTIMEWAYOGYAK;BTDWNS220500005;10-May-22;OFFLINE;VARIO 160;26.090.000;0;KREDIT
FKH FKH MT HARYONO;JAWATENGAH;BTDMTH220500001;11-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH PURWOREJO;JAWATENGAH;BTDPWJ220500011;10-May-22;OFFLINE;SUPRAX125;20.260.000;0;KREDIT
FKH MAOS;JAWATENGAH;BTDMOS220300014;13-May-22;OFFLINE;PCX160;35.895.000;0;KREDIT
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500016;10-May-22;OFFLINE;SUPRAX125;19.480.000;0;KREDIT
FKH CILACAP;JAWATENGAH;BTDCLP220400083;14-May-22;OFFLINE;SCOOPY;21.830.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500033;12-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500083;10-May-22;OFFLINE;VARIO 160;26.450.000;499.000;KREDIT
FKH CONDONGCATUR;DAERAHISTIMEWAYOGYAK;BTDCDC220400010;12-May-22;OFFLINE;VARIO 125;22.710.000;0;KREDIT
FKH YOGYAKARTA;DAERAHISTIMEWAYOGYAK;BTDYOG220500007;11-May-22;OFFLINE;VARIO 160;26.090.000;0;KREDIT
FKH BUTUH;JAWATENGAH;BTDBTU220500002;10-May-22;OFFLINE;VARIO 160;29.680.000;0;KREDIT
FKH KEBUMEN;JAWATENGAH;BTDKBM220400110;11-May-22;OFFLINE;VARIO 125;23.530.000;0;KREDIT
FKH GOMBONG;JAWATENGAH;BTDGBG220500002;12-May-22;OFFLINE;SUPRAX125;20.260.000;0;KREDIT
FKH PREMBUN;JAWATENGAH;BTDPMB220500007;11-May-22;OFFLINE;SUPRAX125;20.260.000;0;KREDIT
FKH FKH A YANI;JAWATENGAH;BTDAYN220500011;11-May-22;OFFLINE;SUPRAX125;20.260.000;0;KREDIT
FKH UMBULHARJO;DAERAHISTIMEWAYOGYAK;BTDUBL220400047;12-May-22;OFFLINE;BEAT;18.525.000;0;KREDIT
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500027;11-May-22;OFFLINE;SUPRAX125;19.480.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500102;12-May-22;OFFLINE;CBR 150R;37.080.000;499.000;KREDIT
FKH SOLO;JAWATENGAH;BTDSLO220500037;11-May-22;OFFLINE;SUPRA GTR 150;24.990.000;0;KREDIT
FKH FKH MT HARYONO;JAWATENGAH;BTDMTH220500002;11-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500015;12-May-22;OFFLINE;BEAT;18.525.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220400127;12-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500007;12-May-22;OFFLINE;VARIO 125;23.650.000;0;KREDIT
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500019;12-May-22;OFFLINE;PCX160;34.855.000;0;KREDIT
FKH UMBULHARJO;DAERAHISTIMEWAYOGYAK;BTDUBL220400064;13-May-22;OFFLINE;VARIO 160;28.820.000;0;KREDIT
FKH UMBULHARJO;DAERAHISTIMEWAYOGYAK;BTDUBL220400045;13-May-22;OFFLINE;VARIO 125;22.860.000;0;KREDIT
FKH KAWUNGANTEN;JAWATENGAH;BTDKWT220400046;12-May-22;OFFLINE;VARIO 125;23.530.000;0;KREDIT
FKH PURBALINGGA 2;JAWATENGAH;BTDPUL220500003;14-May-22;OFFLINE;VARIO 125;22.760.000;0;KREDIT
FKH KALASAN;DAERAHISTIMEWAYOGYAK;BTDKLS220500002;13-May-22;OFFLINE;VARIO 160;26.090.000;0;KREDIT
FKH AJIBARANG;JAWATENGAH;BTDAJB220400021;13-May-22;OFFLINE;VARIO 125;23.530.000;0;KREDIT
FKH MANYARAN;JAWATENGAH;BTDMNY220500002;13-May-22;OFFLINE;VARIO 160;29.500.000;0;KREDIT
FKH NGUTER;JAWATENGAH;BTDNGT220500012;12-May-22;ONLINE;BEAT;18.510.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500087;12-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500119;12-May-22;ONLINE;BEAT;18.510.000;0;KREDIT
FKH NGUTER;JAWATENGAH;BTDNGT220400258;12-May-22;OFFLINE;VARIO 125;23.510.000;0;KREDIT
FKH PURWOREJO;JAWATENGAH;BTDPWJ220500012;13-May-22;OFFLINE;VARIO 160;29.680.000;0;KREDIT
FKH GAJAHMUNGKUR;JAWATENGAH;BTDKDL220400029;13-May-22;ONLINE;VARIO 125;23.650.000;0;KREDIT
FKH PEJAGOAN;JAWATENGAH;BTDPJG220500002;12-May-22;ONLINE;VARIO 125;22.760.000;0;KREDIT
FKH CILACAP;JAWATENGAH;BTDCLP220500047;12-May-22;OFFLINE;PCX160;32.535.000;200.000;KREDIT
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220400117;13-May-22;OFFLINE;VARIO 125;22.860.000;450.000;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220400228;13-May-22;OFFLINE;PCX160;35.050.000;0;KREDIT
FKH KARANGANYAR;JAWATENGAH;BTDKRA220400060;13-May-22;OFFLINE;PCX160;31.760.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500058;13-May-22;OFFLINE;VARIO 160;29.500.000;500.000;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500031;13-May-22;OFFLINE;VARIO 160;26.450.000;500.000;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220400128;13-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH TUNTANG;JAWATENGAH;BTDTTG220400010;13-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH PANGKAH;JAWATENGAH;BTDPKH220400048;17-May-22;OFFLINE;PCX160;35.050.000;0;KREDIT
FKH BUMIAYU;JAWATENGAH;BTDBMA220500018;13-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH SOLO;JAWATENGAH;BTDSLO220400184;13-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500058;13-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500006;14-May-22;OFFLINE;PCX160;31.760.000;130.000;KREDIT
FKH FKH A YANI;JAWATENGAH;BTDAYN220500014;13-May-22;OFFLINE;PCX160;32.535.000;0;KREDIT
FKH SUKUN;JAWATENGAH;BTDSKN220400084;14-May-22;OFFLINE;PCX160;31.760.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500095;13-May-22;OFFLINE;VARIO 160;29.500.000;499.000;KREDIT
FKH ARTERI;JAWATENGAH;BTDATR220500003;13-May-22;OFFLINE;VARIO 125;23.650.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500028;13-May-22;OFFLINE;VARIO 125;23.510.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220400467;13-May-22;OFFLINE;VARIO 125;23.510.000;0;KREDIT
FKH MIJEN;JAWATENGAH;BTDMJE220400035;13-May-22;OFFLINE;VARIO 125;22.740.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220400185;13-May-22;OFFLINE;VARIO 125;23.510.000;0;KREDIT
FKH TEGAL;JAWATENGAH;BTDTGL220500001;14-May-22;ONLINE;VARIO 160;26.450.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220400359;13-May-22;OFFLINE;VARIO 125;22.740.000;0;KREDIT
FKH ARTERI;JAWATENGAH;BTDATR220500005;13-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH ADIWERNA;JAWATENGAH;BTDADW220500006;14-May-22;OFFLINE;VARIO 160;29.500.000;0;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220400166;13-May-22;OFFLINE;VARIO 125;23.650.000;0;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500014;14-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220400135;14-May-22;OFFLINE;VARIO 125;23.650.000;300.000;KREDIT
FKH KARANGANYAR;JAWATENGAH;BTDKRA220500003;13-May-22;OFFLINE;PCX160;35.050.000;0;KREDIT
FKH BUMIAYU;JAWATENGAH;BTDBMA220400032;13-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH UMBULHARJO;DAERAHISTIMEWAYOGYAK;BTDUBL220500011;13-May-22;OFFLINE;GENIO;18.975.000;0;KREDIT
FKH KALASAN;DAERAHISTIMEWAYOGYAK;BTDKLS220500003;14-May-22;OFFLINE;GENIO;19.515.000;0;KREDIT
FKH MAGELANG;JAWATENGAH;BTDMGL220400073;13-May-22;OFFLINE;GENIO;20.255.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220400154;13-May-22;OFFLINE;VARIO 125;23.510.000;0;KREDIT
FKH TEGALBARAT;JAWATENGAH;BTDTGB220400025;14-May-22;OFFLINE;PCX160;31.760.000;0;KREDIT
FKH BANGUNTAPAN;DAERAHISTIMEWAYOGYAK;BTDBGP220400065;13-May-22;ONLINE;VARIO 125;22.860.000;0;KREDIT
FKH UMBULHARJO;JAWATENGAH;BTDUBL220400013;14-May-22;OFFLINE;VARIO 125;22.710.000;0;KREDIT
FKH SRAGEN;JAWATENGAH;BTDSRG220500021;13-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH KARANGTENGAH;JAWATENGAH;BTDKGT220500003;13-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH KLATEN;JAWATENGAH;BTDKTN220400032;13-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH WONOSARI;DAERAHISTIMEWAYOGYAK;BTDWNS220500019;13-May-22;OFFLINE;VARIO 125;22.860.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500062;13-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500038;17-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH NGUTER;JAWATENGAH;BTDNGT220500017;14-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH TEGALREJO;DAERAHISTIMEWAYOGYAK;BTDTGO220500001;13-May-22;OFFLINE;VARIO 160;26.090.000;0;KREDIT
FKH MRANGGEN;JAWATENGAH;BTDMRG220400038;14-May-22;OFFLINE;PCX160;31.760.000;0;KREDIT
FKH GAYAMSARI;JAWATENGAH;BTDGYM220400017;17-May-22;OFFLINE;VARIO 125;23.650.000;0;KREDIT
FKH FKH A YANI;JAWATENGAH;BTDAYN220500015;13-May-22;OFFLINE;REVO;15.950.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500020;14-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500150;13-May-22;ONLINE;VARIO 160;26.450.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500032;14-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH BANYUURIP;JAWATENGAH;BTDURI220400021;14-May-22;OFFLINE;VARIO 125;23.690.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500025;14-May-22;OFFLINE;PCX160;35.050.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500115;14-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220400332;13-May-22;OFFLINE;VARIO 125;23.510.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500063;14-May-22;ONLINE;BEAT;18.510.000;0;KREDIT
FKH BERBAH;DAERAHISTIMEWAYOGYAK;BTDBER220500046;18-May-22;OFFLINE;VARIO 125;21.950.000;0;KREDIT
FKH BERBAH;DAERAHISTIMEWAYOGYAK;BTDBER220400102;17-May-22;OFFLINE;VARIO 160;26.090.000;0;KREDIT
FKH SOLO;JAWATENGAH;BTDSLO220500023;13-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH SIDOMUKTI;JAWATENGAH;BTDSMK220500008;17-May-22;OFFLINE;VARIO 160;29.500.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500023;14-May-22;OFFLINE;PCX160;31.760.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500066;14-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500149;14-May-22;OFFLINE;VARIO 160;26.450.000;499.900;KREDIT
FKH NGUTER;JAWATENGAH;BTDNGT220500083;14-May-22;OFFLINE;VARIO 125;22.740.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500128;13-May-22;ONLINE;PCX160;31.760.000;0;KREDIT
FKH BONANG;JAWATENGAH;BTDBNG220500002;14-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500019;14-May-22;OFFLINE;PCX160;31.760.000;0;KREDIT
FKH BERBAH;DAERAHISTIMEWAYOGYAK;BTDBER220500005;17-May-22;OFFLINE;VARIO 125;22.710.000;0;KREDIT
