CABANG;PROPINSI;NO ORDER;TANGGAL;SUMBER;SERIES;HARGA JUAL;DISKON;JENIS BAYAR
FKH TONJONG;JAWATENGAH;BTDTJO220400012;14-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500026;14-May-22;OFFLINE;VARIO 125;21.950.000;0;KREDIT
FKH MLATI;DAERAHISTIMEWAYOGYAK;BTDMLT220500009;17-May-22;OFFLINE;BEAT;18.525.000;0;KREDIT
FKH KARTASURO;JAWATENGAH;BTDKTS220500008;14-May-22;OFFLINE;ADV 150;35.795.000;0;KREDIT
FKH SIDOMUKTI;JAWATENGAH;BTDSMK220500002;14-May-22;OFFLINE;VARIO 125;23.650.000;0;KREDIT
FKH BULUS PESANTREN;JAWATENGAH;BTDBSP220500001;14-May-22;OFFLINE;VARIO 125;23.530.000;0;KREDIT
FKH FKH A YANI;JAWATENGAH;BTDAYN220500001;14-May-22;OFFLINE;VARIO 125;23.530.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500082;14-May-22;OFFLINE;PCX160;31.760.000;0;KREDIT
FKH FKH A YANI;JAWATENGAH;BTDAYN220500013;14-May-22;OFFLINE;VARIO 160;29.680.000;0;KREDIT
FKH TANJUNG BREBES;JAWATENGAH;BTDTJB220500015;17-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH SOLO;JAWATENGAH;BTDSLO220400171;13-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKHC PURWODADI;JAWATENGAH;BTDPWI220500007;14-May-22;OFFLINE;VARIO 125;23.530.000;0;KREDIT
FKH MAJENANG;JAWATENGAH;BTDMJG220500001;13-May-22;OFFLINE;VARIO 160;26.960.000;0;KREDIT
FKH SURUH;JAWATENGAH;BTDSRH220500001;14-May-22;OFFLINE;VARIO 160;29.500.000;499.000;KREDIT
FKH KENDAL;JAWATENGAH;BTDKDL220500001;18-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500061;14-May-22;OFFLINE;VARIO 125;23.510.000;0;KREDIT
FKH FKH KEDAWUNG;JAWATENGAH;BTDKDW220500001;14-May-22;OFFLINE;VARIO 125;23.650.000;0;KREDIT
FKH WANGON;JAWATENGAH;BTDWGN220500017;17-May-22;OFFLINE;SUPRAX125;19.310.000;0;KREDIT
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500044;14-May-22;OFFLINE;PCX160;31.475.000;0;KREDIT
FKH BUTUH;JAWATENGAH;BTDBTU220500004;18-May-22;OFFLINE;VARIO 160;29.680.000;0;KREDIT
FKH CILACAP;JAWATENGAH;BTDCLP220400077;17-May-22;OFFLINE;VARIO 125;23.690.000;0;KREDIT
FKH KESUGIHAN;JAWATENGAH;BTDKSG220500001;17-May-22;ONLINE;GENIO;20.255.000;0;KREDIT
FKH MIJEN;JAWATENGAH;BTDMJE220500003;17-May-22;OFFLINE;VARIO 125;22.740.000;0;KREDIT
FKH BANDONGAN;JAWATENGAH;BTDBDN220500002;17-May-22;OFFLINE;VARIO 125;23.530.000;0;KREDIT
FKH UMBULHARJO;DAERAHISTIMEWAYOGYAK;BTDUBL220400059;17-May-22;OFFLINE;VARIO 125;22.860.000;0;KREDIT
FKH BOYOLALI;JAWATENGAH;BTDBYL220500003;17-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH PURWOKERTO;JAWATENGAH;BTDPWT220500026;17-May-22;OFFLINE;VARIO 125;23.530.000;0;KREDIT
FKH TEGAL;JAWATENGAH;BTDTGL220400061;17-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH PURWOKERTO;JAWATENGAH;BTDPWT220500044;18-May-22;OFFLINE;PCX160;32.535.000;0;KREDIT
FKH PURWOKERTO;JAWATENGAH;BTDPWT220500071;17-May-22;OFFLINE;VARIO 125;23.530.000;0;KREDIT
FKH NGUTER;JAWATENGAH;BTDNGT220400224;17-May-22;ONLINE;BEAT;18.510.000;0;KREDIT
FKH KARANGANYAR;JAWATENGAH;BTDKRY220400050;17-May-22;OFFLINE;BEAT;19.205.000;0;KREDIT
FKHC GROGOL;JAWATENGAH;BTDGRO220500001;17-May-22;ONLINE;PCX160;31.760.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500156;14-May-22;OFFLINE;VARIO 125;22.740.000;0;KREDIT
FKH YOGYAKARTA;DAERAHISTIMEWAYOGYAK;BTDYOG220500051;17-May-22;OFFLINE;VARIO 160;28.820.000;0;KREDIT
FKH YOGYAKARTA;DAERAHISTIMEWAYOGYAK;BTDYOG220400261;18-May-22;OFFLINE;VARIO 125;22.860.000;0;KREDIT
FKH SRAGEN;JAWATENGAH;BTDSRG220500027;14-May-22;OFFLINE;VARIO 160;29.500.000;0;KREDIT
FKH WANGON;JAWATENGAH;BTDWGN220400040;17-May-22;OFFLINE;VARIO 160;26.960.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500043;17-May-22;OFFLINE;VARIO 125;23.650.000;0;KREDIT
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500014;17-May-22;OFFLINE;BEAT;18.525.000;0;KREDIT
FKH ARTERI;JAWATENGAH;BTDATR220400105;14-May-22;OFFLINE;VARIO 125;23.510.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500073;17-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH GAJAH;JAWATENGAH;BTDGJA220400021;14-May-22;OFFLINE;VARIO 125;23.650.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500163;14-May-22;ONLINE;VARIO 125;22.740.000;0;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500019;15-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH YOGYAKARTA;DAERAHISTIMEWAYOGYAK;BTDYOG220500111;17-May-22;OFFLINE;PCX160;31.475.000;0;KREDIT
FKH MAOS;JAWATENGAH;BTDMOS220400039;17-May-22;OFFLINE;VARIO 160;29.680.000;0;KREDIT
FKH BERBAH;DAERAHISTIMEWAYOGYAK;BTDBER220500018;18-May-22;OFFLINE;VARIO 125;22.710.000;0;KREDIT
FKH BANJARSARI;JAWATENGAH;BTDBAJ220500005;17-May-22;ONLINE;BEAT;18.510.000;0;KREDIT
FKH SRAGEN;JAWATENGAH;BTDSRG220500026;14-May-22;OFFLINE;REVO;15.860.000;150.000;KREDIT
FKH KARANGMOJO;DAERAHISTIMEWAYOGYAK;BTDKRM220500001;17-May-22;OFFLINE;VARIO 160;28.820.000;0;KREDIT
FKH KARANGTENGAH;JAWATENGAH;BTDKGT220400035;17-May-22;OFFLINE;VARIO 125;23.510.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500046;17-May-22;OFFLINE;VARIO 125;23.510.000;0;KREDIT
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500039;17-May-22;OFFLINE;VARIO 160;28.820.000;0;KREDIT
FKH KARANGANYAR;JAWATENGAH;BTDKRA220500009;17-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500016;17-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH PURWOREJO;JAWATENGAH;BTDPWJ220500019;17-May-22;OFFLINE;SUPRAX125;20.260.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500076;17-May-22;OFFLINE;VARIO 160;29.500.000;500.000;KREDIT
FKH YOGYAKARTA;DAERAHISTIMEWAYOGYAK;BTDYOG220500113;18-May-22;OFFLINE;GENIO;18.975.000;0;KREDIT
FKH TENGARAN;JAWATENGAH;BTDTGA220500004;17-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH LARANGAN;JAWATENGAH;BTDLRG220400007;14-May-22;OFFLINE;PCX160;31.760.000;0;KREDIT
FKH GRABAG;JAWATENGAH;BTDGRA220400011;19-May-22;OFFLINE;BEAT;19.225.000;0;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220400157;17-May-22;OFFLINE;PCX160;31.760.000;0;KREDIT
FKH GUMOLONG;JAWATENGAH;BTDGUM220500004;17-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH KALASAN;DAERAHISTIMEWAYOGYAK;BTDKLS220500004;17-May-22;OFFLINE;VARIO 125;22.710.000;0;KREDIT
FKH SOLO;JAWATENGAH;BTDSLO220400126;17-May-22;OFFLINE;GENIO;19.725.000;0;KREDIT
FKH KEMBARAN;JAWATENGAH;BTDKBR220500006;17-May-22;OFFLINE;SUPRAX125;19.310.000;0;KREDIT
FKH KARANGANYAR;JAWATENGAH;BTDKRY220500018;17-May-22;OFFLINE;VARIO 160;29.500.000;0;KREDIT
FKH PURBALINGGA 2;JAWATENGAH;BTDPUL220500004;18-May-22;OFFLINE;FORZA;86.460.000;0;KREDIT
FKH GATAK;JAWATENGAH;BTDGTK220500031;17-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH KARANGANYAR;JAWATENGAH;BTDKRY220500009;17-May-22;OFFLINE;PCX160;31.760.000;0;KREDIT
FKH GUNUNGPATI;JAWATENGAH;BTDGNP220500003;18-May-22;OFFLINE;VARIO 125;23.510.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500157;19-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500089;18-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500121;17-May-22;ONLINE;VARIO 125;23.510.000;0;KREDIT
FKH SOLO;JAWATENGAH;BTDSLO220500053;17-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH MAJENANG;JAWATENGAH;BTDMJG220500012;17-May-22;OFFLINE;BEAT;19.225.000;0;KREDIT
FKH SIMO;JAWATENGAH;BTDSMO220500013;18-May-22;OFFLINE;CB150R;30.140.000;0;KREDIT
FKH PURWOREJO;JAWATENGAH;BTDPWJ220500008;18-May-22;OFFLINE;BEAT;19.225.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500089;17-May-22;OFFLINE;SUPRAX125;19.290.000;0;KREDIT
FKH GEBANG;JAWATENGAH;BTDGBN220500001;20-May-22;OFFLINE;VARIO 125;23.690.000;0;KREDIT
FKH SUKOHARJO;JAWATENGAH;BTDSKH220500067;17-May-22;OFFLINE;VARIO 160;29.500.000;0;KREDIT
FKH CONDONGCATUR;DAERAHISTIMEWAYOGYAK;BTDCDC220400031;19-May-22;OFFLINE;PCX160;34.855.000;0;KREDIT
FKH KALASAN;DAERAHISTIMEWAYOGYAK;BTDKLS220400045;19-May-22;OFFLINE;PCX160;31.475.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500077;18-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH SOLO;JAWATENGAH;BTDSLO220400166;17-May-22;OFFLINE;VARIO 125;22.740.000;0;KREDIT
FKH SIDAREJA;JAWATENGAH;BTDSDR220500020;17-May-22;OFFLINE;VARIO 125;23.530.000;0;KREDIT
FKH ARTERI;JAWATENGAH;BTDATR220500026;18-May-22;OFFLINE;VARIO 160;29.500.000;0;KREDIT
FKH SRAGEN;JAWATENGAH;BTDSRG220400050;17-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH FKH A YANI;JAWATENGAH;BTDAYN220500019;17-May-22;OFFLINE;VARIO 125;23.690.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500080;17-May-22;OFFLINE;SUPRA GTR 150;24.990.000;0;KREDIT
FKH KEBUMEN;JAWATENGAH;BTDKBM220500046;17-May-22;OFFLINE;VARIO 160;29.680.000;0;KREDIT
FKH SUKOHARJO;JAWATENGAH;BTDSKH220500020;18-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH BULUS PESANTREN;JAWATENGAH;BTDBSP220400017;17-May-22;OFFLINE;BEAT;19.225.000;0;KREDIT
FKH MAGELANG;JAWATENGAH;BTDMGL220500016;18-May-22;OFFLINE;VARIO 160;26.960.000;0;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500030;17-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH PAGUYANGAN;JAWATENGAH;BTDPGY220400007;18-May-22;OFFLINE;PCX160;31.760.000;0;KREDIT
FKH UMBULHARJO;DAERAHISTIMEWAYOGYAK;BTDUBL220400058;18-May-22;OFFLINE;GENIO;18.975.000;0;KREDIT
FKH KEBUMEN;JAWATENGAH;BTDKBM220500004;17-May-22;OFFLINE;VARIO 125;23.530.000;0;KREDIT
FKH TANJUNG BREBES;JAWATENGAH;BTDTJB220500005;18-May-22;OFFLINE;VARIO 160;29.500.000;0;KREDIT
FKH BARON;DAERAHISTIMEWAYOGYAK;BTDBRN220400020;18-May-22;OFFLINE;BEAT;18.525.000;0;KREDIT
FKH CILACAP;JAWATENGAH;BTDCLP220400051;18-May-22;OFFLINE;BEAT;19.225.000;0;KREDIT
FKH SUKOHARJO;JAWATENGAH;BTDSKH220500077;17-May-22;OFFLINE;SUPRAX125;20.300.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500200;18-May-22;ONLINE;VARIO 160;29.850.000;430.000;KREDIT
FKH BONANG;JAWATENGAH;BTDBNG220400014;18-May-22;OFFLINE;PCX160;31.760.000;0;KREDIT
FKH BONANG;JAWATENGAH;BTDBNG220400007;18-May-22;OFFLINE;VARIO 125;23.650.000;0;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500042;19-May-22;OFFLINE;VARIO 125;23.650.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500015;18-May-22;OFFLINE;REVO;15.860.000;450.000;KREDIT
FKH BUMIAYU;JAWATENGAH;BTDBMA220400043;18-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH ADIWERNA;JAWATENGAH;BTDADW220400016;21-May-22;OFFLINE;PCX160;35.400.000;0;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500064;19-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH BREBES;JAWATENGAH;BTDBBS220300031;18-May-22;OFFLINE;BEAT;18.510.000;0;KREDIT
FKH KARANGTENGAH;JAWATENGAH;BTDKGT220500001;19-May-22;OFFLINE;VARIO 125;23.860.000;0;KREDIT
FKH PANGKAH;JAWATENGAH;BTDPKH220400074;19-May-22;ONLINE;PCX160;35.400.000;0;KREDIT
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500021;18-May-22;OFFLINE;VARIO 125;22.710.000;0;KREDIT
FKH BANDONGAN;JAWATENGAH;BTDBDN220500005;18-May-22;OFFLINE;SUPRAX125;20.260.000;0;KREDIT
FKH PURWOREJO;JAWATENGAH;BTDPWJ220500021;18-May-22;OFFLINE;VARIO 160;26.960.000;0;KREDIT
FKH BAYAN;JAWATENGAH;BTDBYN220500001;19-May-22;OFFLINE;VARIO 125;23.530.000;0;KREDIT
FKH SOLO;JAWATENGAH;BTDSLO220500010;18-May-22;OFFLINE;BEAT;18.870.000;0;KREDIT
FKH SAYUNG;JAWATENGAH;BTDSYG220500014;18-May-22;OFFLINE;PCX160;32.110.000;0;KREDIT
FKH AJIBARANG;JAWATENGAH;BTDAJB220400022;18-May-22;OFFLINE;VARIO 125;23.530.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500203;18-May-22;OFFLINE;VARIO 160;26.800.000;499.900;KREDIT
FKH MAGELANG;JAWATENGAH;BTDMGL220500019;19-May-22;ONLINE;VARIO 125;23.530.000;0;KREDIT
FKH SIDAREJA;JAWATENGAH;BTDSDR220500023;18-May-22;OFFLINE;VARIO 160;26.960.000;0;KREDIT
FKH KLATEN;JAWATENGAH;BTDKTN220400003;19-May-22;OFFLINE;GENIO;20.625.000;0;KREDIT
FKH YOGYAKARTA;DAERAHISTIMEWAYOGYAK;BTDYOG220500139;18-May-22;OFFLINE;VARIO 125;22.310.000;0;KREDIT
FKH SOLO;JAWATENGAH;BTDSLO220500054;18-May-22;OFFLINE;VARIO 125;23.650.000;0;KREDIT
FKH YOGYAKARTA;DAERAHISTIMEWAYOGYAK;BTDYOG220500143;18-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500070;19-May-22;OFFLINE;PCX160;35.050.000;0;KREDIT
FKH DEMPET;JAWATENGAH;BTDDPT220400036;19-May-22;OFFLINE;VARIO 160;26.800.000;0;KREDIT
FKH GODONG;JAWATENGAH;BTDGDO220500005;19-May-22;OFFLINE;PCX160;32.110.000;0;KREDIT
FKH GODONG;JAWATENGAH;BTDGDO220400019;19-May-22;OFFLINE;PCX160;32.110.000;0;KREDIT
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500022;19-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500185;19-May-22;OFFLINE;VARIO 125;23.090.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500170;19-May-22;ONLINE;VARIO 125;23.090.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220400533;19-May-22;OFFLINE;VARIO 125;24.000.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500178;19-May-22;ONLINE;BEAT;18.870.000;0;KREDIT
FKH SUKUN;JAWATENGAH;BTDSKN220500022;19-May-22;OFFLINE;BEAT;18.870.000;0;KREDIT
FKH SEMARANG BARAT;JAWATENGAH;BTDSMB220500001;20-May-22;OFFLINE;BEAT;18.870.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500135;18-May-22;OFFLINE;GENIO;20.625.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500101;18-May-22;OFFLINE;PCX160;32.110.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500021;19-May-22;OFFLINE;PCX160;32.110.000;0;KREDIT
FKH MANYARAN;JAWATENGAH;BTDMNY220500012;20-May-22;OFFLINE;VARIO 125;23.860.000;0;KREDIT
FKH SRAGEN;JAWATENGAH;BTDSRG220500013;18-May-22;OFFLINE;BEAT;18.870.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500070;19-May-22;OFFLINE;BEAT;18.870.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500093;19-May-22;OFFLINE;VARIO 125;23.860.000;200.000;KREDIT
FKH WONOSARI;DAERAHISTIMEWAYOGYAK;BTDWNS220500030;19-May-22;OFFLINE;VARIO 160;26.090.000;0;KREDIT
FKH KARANGTENGAH;JAWATENGAH;BTDKGT220400050;19-May-22;OFFLINE;PCX160;32.110.000;0;KREDIT
FKH GEBANG;JAWATENGAH;BTDGBN220500002;21-May-22;OFFLINE;VARIO 125;23.880.000;0;KREDIT
FKH TANJUNG BREBES;JAWATENGAH;BTDTJB220400024;23-May-22;OFFLINE;VARIO 125;24.000.000;0;KREDIT
FKH KEBUMEN;JAWATENGAH;BTDKBM220500043;18-May-22;OFFLINE;PCX160;32.885.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500088;18-May-22;OFFLINE;GENIO;20.625.000;0;KREDIT
FKH SAYUNG;JAWATENGAH;BTDSYG220500011;19-May-22;OFFLINE;BEAT;18.870.000;0;KREDIT
FKH CILACAP;JAWATENGAH;BTDCLP220500044;19-May-22;OFFLINE;VARIO 125;23.880.000;0;KREDIT
FKH TENGARAN;JAWATENGAH;BTDTGA220500003;19-May-22;OFFLINE;VARIO 125;24.000.000;0;KREDIT
FKH UMBULHARJO;DAERAHISTIMEWAYOGYAK;BTDUBL220400062;19-May-22;OFFLINE;BEAT;18.885.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500027;19-May-22;OFFLINE;VARIO 125;23.090.000;0;KREDIT
FKH BERBAH;DAERAHISTIMEWAYOGYAK;BTDBER220500002;20-May-22;OFFLINE;VARIO 125;23.210.000;0;KREDIT
FKH BERBAH;DAERAHISTIMEWAYOGYAK;BTDBER220500016;20-May-22;OFFLINE;PCX160;31.825.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500081;18-May-22;OFFLINE;VARIO 160;26.800.000;400.000;KREDIT
FKH PURBALINGGA 2;JAWATENGAH;BTDPUL220500007;23-May-22;OFFLINE;BEAT;19.225.000;0;KREDIT
FKHC PURWODADI;JAWATENGAH;BTDPWI220500009;19-May-22;OFFLINE;REVO;17.670.000;0;KREDIT
FKH KEMBARAN;JAWATENGAH;BTDKBR220500005;19-May-22;OFFLINE;BEAT;19.225.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500065;19-May-22;OFFLINE;GENIO;20.625.000;0;KREDIT
FKH BULAKAMBA;JAWATENGAH;BTDBUL220400010;19-May-22;OFFLINE;VARIO 125;23.510.000;0;KREDIT
FKH BANYUURIP;JAWATENGAH;BTDURI220500006;19-May-22;OFFLINE;VARIO 160;30.030.000;0;KREDIT
FKH TENGARAN;JAWATENGAH;BTDTGA220500009;19-May-22;OFFLINE;CB150X;34.310.000;0;KREDIT
FKH SURUH;JAWATENGAH;BTDSRH220300016;19-May-22;OFFLINE;GENIO;20.075.000;0;KREDIT
FKH KESUGIHAN;JAWATENGAH;BTDKSG220500005;18-May-22;OFFLINE;CBR 150R;37.060.000;0;KREDIT
FKH FKH KEDAWUNG;JAWATENGAH;BTDKDW220400021;19-May-22;OFFLINE;PCX160;31.760.000;0;KREDIT
FKH TONJONG;JAWATENGAH;BTDTJO220500004;19-May-22;OFFLINE;VARIO 125;23.860.000;0;KREDIT
FKH ARTERI;JAWATENGAH;BTDATR220400099;19-May-22;OFFLINE;VARIO 125;23.860.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500117;19-May-22;OFFLINE;VARIO 160;26.800.000;390.000;KREDIT
FKH KARANGAWEN;JAWATENGAH;BTDKWE220500002;18-May-22;OFFLINE;VARIO 125;23.860.000;0;KREDIT
FKH SUKOHARJO;JAWATENGAH;BTDSKH220400332;19-May-22;OFFLINE;VARIO 125;24.000.000;0;KREDIT
FKH BUMIAYU;JAWATENGAH;BTDBMA220500014;19-May-22;OFFLINE;SUPRAX125;20.140.000;0;KREDIT
FKH SUKOHARJO;JAWATENGAH;BTDSKH220400360;20-May-22;OFFLINE;PCX160;32.110.000;0;KREDIT
FKH BANTUL;DAERAHISTIMEWAYOGYAK;BTDBTL220500050;19-May-22;OFFLINE;VARIO 125;23.210.000;700.000;KREDIT
FKH ARTERI;JAWATENGAH;BTDATR220500027;19-May-22;OFFLINE;BEAT;18.870.000;0;KREDIT
FKH PURWOKERTO SELATAN;JAWATENGAH;BTDPWS220400004;19-May-22;OFFLINE;GENIO;20.065.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500116;20-May-22;OFFLINE;VARIO 160;26.800.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500022;19-May-22;OFFLINE;PCX160;32.110.000;0;KREDIT
FKH BUMIAYU;JAWATENGAH;BTDBMA220500025;19-May-22;OFFLINE;PCX160;32.110.000;0;KREDIT
FKH FKH KEDAWUNG;JAWATENGAH;BTDKDW220400023;19-May-22;OFFLINE;VARIO 160;26.800.000;0;KREDIT
FKH PURWOREJO;JAWATENGAH;BTDPWJ220500024;20-May-22;OFFLINE;SUPRAX125;19.310.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500220;19-May-22;ONLINE;PCX160;32.110.000;0;KREDIT
FKH KEBASEN;JAWATENGAH;BTDKBS220500002;19-May-22;OFFLINE;VARIO 125;23.880.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500208;21-May-22;ONLINE;VARIO 125;23.860.000;0;KREDIT
FKH SAYUNG;JAWATENGAH;BTDSYG220400032;20-May-22;OFFLINE;GENIO;20.075.000;0;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220400228;19-May-22;OFFLINE;PCX160;32.110.000;0;KREDIT
FKH SALATIGA;JAWATENGAH;BTDSLG220500100;19-May-22;OFFLINE;VARIO 160;29.850.000;500.000;KREDIT
FKH YOGYAKARTA;DAERAHISTIMEWAYOGYAK;BTDYOG220500144;20-May-22;OFFLINE;GENIO;19.875.000;0;KREDIT
FKH SOLO;JAWATENGAH;BTDSLO220500072;19-May-22;OFFLINE;REVO;15.860.000;0;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500079;20-May-22;OFFLINE;PCX160;35.400.000;0;KREDIT
FKH SIDAREJA;JAWATENGAH;BTDSDR220400090;19-May-22;OFFLINE;VARIO 160;27.320.000;0;KREDIT
FKH SIDAREJA;JAWATENGAH;BTDSDR220500034;19-May-22;ONLINE;VARIO 160;30.030.000;0;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500010;20-May-22;OFFLINE;PCX160;32.110.000;0;KREDIT
FKH SOLO;JAWATENGAH;BTDSLO220500064;19-May-22;OFFLINE;VARIO 160;26.800.000;0;KREDIT
FKH ARTERI;JAWATENGAH;BTDATR220500035;21-May-22;OFFLINE;BEAT;18.870.000;0;KREDIT
FKH GATAK;JAWATENGAH;BTDGTK220400102;20-May-22;OFFLINE;VARIO 160;26.800.000;480.000;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500121;19-May-22;OFFLINE;VARIO 160;26.800.000;485.000;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500067;19-May-22;OFFLINE;SUPRAX125;19.290.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220400144;21-May-22;OFFLINE;VARIO 125;23.860.000;0;KREDIT
FKH SEMARANG BARAT;JAWATENGAH;BTDSMB220500006;21-May-22;OFFLINE;VARIO 160;29.850.000;0;KREDIT
FKH SUKOHARJO;JAWATENGAH;BTDSKH220400275;20-May-22;OFFLINE;PCX160;32.110.000;0;KREDIT
FKH SEMARANG;JAWATENGAH;BTDSMG220500085;20-May-22;ONLINE;PCX160;32.110.000;0;KREDIT
FKH SUKOHARJO;JAWATENGAH;BTDSKH220500038;19-May-22;OFFLINE;PCX160;32.110.000;0;KREDIT
FKH SOLO;JAWATENGAH;BTDSLO220500018;19-May-22;OFFLINE;VARIO 160;29.850.000;490.000;KREDIT
FKH BANYUURIP;JAWATENGAH;BTDURI220400018;24-May-22;OFFLINE;PCX160;32.885.000;0;KREDIT
FKH MAGELANG;JAWATENGAH;BTDMGL220500010;21-May-22;OFFLINE;VARIO 125;24.040.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500061;20-May-22;OFFLINE;BEAT;18.870.000;0;KREDIT
FKH PEDURUNGAN;JAWATENGAH;BTDPDR220500083;20-May-22;OFFLINE;VARIO 160;29.850.000;0;KREDIT
FKH PURWOKERTO;JAWATENGAH;BTDPWT220500096;19-May-22;OFFLINE;CBR 150R;37.060.000;0;KREDIT
FKH GOMBONG;JAWATENGAH;BTDGBG220400027;20-May-22;OFFLINE;VARIO 125;24.040.000;0;KREDIT
FKH KLATEN;JAWATENGAH;BTDKTN220500009;20-May-22;OFFLINE;VARIO 160;29.850.000;0;KREDIT
FKH TEGALBARAT;JAWATENGAH;BTDTGB220500002;20-May-22;OFFLINE;VARIO 160;26.800.000;0;KREDIT
FKH DEMPET;JAWATENGAH;BTDDPT220500019;20-May-22;OFFLINE;CBR 150R;37.080.000;0;KREDIT
FKH DEMAK;JAWATENGAH;BTDDMK220500126;19-May-22;OFFLINE;VARIO 160;29.850.000;450.000;KREDIT
